id,subset_id,gender,age,video1,video2,video3
c7ad49f1,a_abf44737,0,3,9PHWNcU08Ug,xgtTVERZlVo,5SoLc6z_diM
c7e95b9f,a_ac8bf375,1,2,KSjpGIevoGA,fuLNG8vitZc,jlo_q_gi8ms
c8a7464d,a_195fafca,0,3,sZ7TS5ACXoE,tUOpYRhFhTk,9kuV4ldw1uY
c9207a9d,a_57d52371,0,3,SR89b0qqRAg,HUTbH6ywrXk,S181Za_hv5U
c9723e67,a_3db99689,0,5,D3fr7r1Dyjs,T06LgfqOZeE,M0S7ZeS61x4
c98ee58c,a_d93f639c,0,2,j6b87bOPiMI,N2y2EtEZwuo,30lDQin6VfI
c9c62f92,a_27b1998c,1,3,"","",""
ca558a3e,a_195fafca,0,3,4ufBd7P6cII,pLrugs1VkrQ,xs0igfLplX8
caae113b,b_979b5e79,0,2,V-iGyskq5yI,f31y91lJD94,W5cZcrkQ-b4
caaff5df,c_db214b97,0,3,l94AMGwd-wY,XCJ80uXQ8HI,0LvR8aE9r48
cad46996,a_ef127a78,0,3,hOrmu8X2A1g,yFvrbelLW5w,Nxwt_s1lM04
cb4a2a01,a_b6254a32,0,5,5UsscE1lknI,BJ1D1hGtpjI,0wx4L_kzJWE
cbb3a712,a_95dede8b,0,3,0RMVJTLZOzQ,FqRCnF9dovw,ddRfo43nonY
cc054472,a_a91bcd65,1,2,ok8ni2r0yes,tRpGuuh24Es,koGuU5DcvLM
cc4fcc4a,a_a310c11e,0,5,"","",""
ccb462fa,a_8ec282f2,1,3,"","",""
ccba40fa,a_4806747f,1,2,G4Vc1m-xGnw,nd2d1p3Bx2A,KT5e01gY7zE
cdb3e5ce,a_fcb5bd36,1,1,eSzB_g3uiYs,Xkz_o783Gsc,XqIHqB1ywtY
ce168344,a_b6fcd21e,0,2,WPl10ZrhCtk,OBQXlHNaWEs,gbArdTW9nXQ
ce2979ca,a_b6254a32,0,3,5LmR2bpwPQg,cwP4WaIEIMk,9Kq8rlkEOY0
ce37ea74,a_b6fcd21e,1,1,aL55ug-R9Yw,9GD_FZmjlDA,KzcQpxFU15M
ce6ed12b,a_8064bf1a,1,2,twQL2tm_wag,5Nv25O0YgO4,TML_QAsRpVg
ce928325,a_44e165a9,0,3,"","",""
ceb3f43e,a_abf44737,1,4,9zzd894OMBU,PT58tchood4,QLzBbmLugS4
cee58b30,b_6957fcd5,0,2,R-IlyGeHjIk,FkAzf2tfU7c,OrLA1L-UwdE
cf7ed92c,b_6957fcd5,0,5,GapHydx3AsI,0LC0h6sQV3o,zY4RUQg7lUY
cfbd3452,c_970d2a51,1,3,_erey1tKz-I,wWtXQ842me8,WLv-TKZD5Os
cfbe0f01,a_ca0e48b0,1,3,nPeUhtNJLzA,tFW5duWtAJY,qwnu06vwPVY
cfc65bac,a_8064bf1a,2,2,mLKqMEynYzo,F1IJOLx1w1k,""
cfe392a5,a_8ec282f2,0,3,li_kXGX15zs,CJsgYAOs0t8,V8r0TpEgFAM
cfe59426,a_44e165a9,0,1,BrG9CBdfOGo,hsoj2wnKIbo,TQa1wtc9fmU
d07255e9,a_af750dcb,1,1,pCuACaGv_Wo,Q_3JOdOA2mc,X-vyJYN8MAM
d0c27a15,c_db214b97,1,2,"","",""
d0d02050,a_374d5973,0,3,oXgu6vHGsAw,OdwpgwYvA0w,gYflA3arIPQ
d0e8bc92,a_a310c11e,1,4,H-D-LfQQF3Q,zlRcpKrhx9c,JNWCuf1wuO0
d134b61b,a_ef127a78,0,0,ErMSHiQRnc8,p09i_hoFdd0,pXk5V8rvVCk
d146e2e4,a_dbae58e0,1,4,"","",""
d15958e8,a_dbae58e0,0,3,euOhGJY4Zfg,X5gJC9zD9LY,ey6eyVD2A3A
d15fa9e8,a_d93f639c,0,3,6RogRKXtmDA,2TVIYVmWeXs,azpb6xoPdf8
d24449bf,a_95dede8b,0,3,O4pwjTyNArY,olWPDel6ti4,vZ2f_C-JQvM
d2bbe189,a_6ab2a6c2,0,5,4wHYVHMRsr8,Eze6-eHmtJg,SuhiIItERLo
d30e9180,a_3d1de17d,0,3,1RiBBbRw6sU,4ICVcxdpl6w,Xl2iO3zSXxE
d3296151,a_6ab2a6c2,0,2,x9ivFcDfZRc,NhOLi1b4pyw,VQfj901OhLc
d354d8c4,a_eada2100,0,5,pvqvBAA-0AE,X7v7yVQZPQ8,OsKXzmrYUqw
d3927a24,a_b6254a32,1,3,6OyBTE7uoH4,m4uaj0xil68,ogdNWRHhnzQ
d3b592a3,b_0f894663,0,3,y3xjmQXtBTE,fhAdM4xF364,7reOAaveCi0
d3bc1189,b_6957fcd5,0,2,jKMiTYpkmVc,qo7QjPdX48Q,INpHh1X-WU0
d3d8491b,a_cc9fb925,0,3,DQiG-4YdHXA,AGmkG0wJ8LA,-9ht8QfQCwc
d46a1b24,a_6484f669,0,2,He-dnDYFwR8,JDy0g9tEqeY,nmBameuP91s
d4a038f0,a_cc9fb925,0,3,hF2SHDwPcu8,iRV6DzDFk_Y,VdE8H0rGk-I
d50e7fa4,a_374d5973,1,4,O0fVcz8mo_g,uoxxS0T0F24,JAieRQfXP0Y
d593e4ba,a_af750dcb,0,3,aq0N2h0Zlus,ZbhW_GDuk0c,cUWGq518Df4
d60343ce,a_4ac99fc8,0,1,RdxM6Vj82Xw,WdBg1a5aBaw,329wFcONruI
d64bbaad,a_cf98c77e,1,3,gmivvunbAaQ,HP-RgRBi7I4,FVulZVhOLl4
d65e4550,b_42889c2d,0,2,IJT51et7owQ,kLw5Ai7W4MI,08IZ5bIg7oY
d676e345,b_ca5535c4,0,2,XR8IifaeZIw,mzrI8fQ34DE,noSRg9Va1nU
d6d06d26,c_90b521bf,1,3,"","",""
d6df2d26,a_3db99689,0,5,TyycqbwBEYk,0iOnP5hPQQw,AYDEGu7S7MA
d6ed5ec8,b_f5352884,2,6,i7R4v3haHZk,27fGJV1XXk8,nAO_caE18Sw
d7051be2,a_b3d12927,0,5,PRJoAPH0ZGo,duH5sCjvV_w,rvVs0muI-gU
d73ebbb2,c_fc69c217,1,2,6tJ-ARks09k,hdAWFZx7WK4,PFWwLhbFCXM
d756f43a,b_d27e5916,1,3,0yKmBMQ44HU,sWcxJcrbczk,vhN_sAkYEkg
d865f60d,c_db214b97,0,1,q_vnzfXXM9I,ZhGAVOVwvoo,VpmV3rKYMhY
d8bdd0fe,b_f5352884,0,3,eZuDklxsaRg,Q9X0J_tLHwY,lZGo8jcEW2M
d8c16557,a_3fe57e9a,1,4,EzJq5I_Wvpg,debYZBHxJEo,xqTr4Uxc0rM
d9a399e0,a_dbae58e0,1,3,dnQ_7Dx0GrM,HPwF0ilV_VI,NLkQatv909g
d9ae9197,a_cc9fb925,0,2,"","",""
da0890cc,a_abf44737,1,3,TgOAdwmfkhA,Yz9MpKEiiuk,9Q5BYpx7pcU
da6ab76b,a_b6fcd21e,0,2,BotJF-Xt0Pg,w3rQ3328Tok,GfQUjNay2rE
da7b197b,c_02d2c77f,1,2,k70nc1vMvrI,FYLVvw6UpLk,zb6LMPHq9Yo
da88edb8,a_d93f639c,0,3,"","",""
da8c855f,a_b3d12927,0,4,0QAFiEod6Ak,JuyQQUqD64c,f-1oRhiImrQ
dad23f55,b_0f894663,0,2,dYIP5ZVR7fc,gYu1GUixqxg,eDfMDkgheQY
db1f416b,c_970d2a51,0,4,OuFLUe1EkLA,vUuAns5QcDU,fEvM-OUbaKs
db244284,a_909cd3e3,0,4,0fbhbgWWO0Q,v6sUOLLR0Hk,xEtAUosl7eA
dbb2b338,a_c4387204,1,2,LlEvnx557ns,U4OHaCLvPaI,IEN5AEVvcRc
dbdc1647,b_979b5e79,0,0,SGJwRyipB1I,q5O8O_kwtTk,vGekTDnlsAE
dbecdb6a,a_195fafca,0,3,P1CYezIPkns,t6X1u11hA0A,FDFiThmDkFo
dc43fe6c,a_a91bcd65,1,3,88npQhcm9qk,6oVE5T4M3lM,LLSJrEgOOtw
dc779a02,a_e5c021cb,1,1,"","",""
dcad143f,b_af86a83b,0,2,qiLFkyEKhUQ,NqPuOmaj_eo,aEQn1hxROVc
dcb9e3a1,a_29008b58,1,3,bzyO-K7mXFs,KeFz6U9u7QI,922buWvg90I
dce8a018,a_4806747f,0,2,CugBBXm7LwQ,eF7By5Ii6KQ,SQ4TtvFOXdM
dcf3e5ac,a_95dede8b,0,3,TfbEoZtaZJk,MRtGkXjbJJs,SG2Ma0BlsLE
dd5f6f93,a_253650b8,0,2,sCKwQxVmHow,7E5g5EIRzZM,Dug6UccCtz8
dd7e38de,a_cf98c77e,0,4,Blqkp-oZMn0,5oKSi_DROLA,9_xaCm494DQ
dd81b912,a_2d846716,0,4,-50XWu5_bbc,K8GZ8SoNfmE,wrJ1RxmsidY
de26caf0,a_f30344df,1,4,FSBNxDIN6Rw,grD9NGRtGiQ,AgvqfSbFTDg
de67516c,c_fc69c217,1,4,ZjouKqdMl28,vf38JzXL_qg,6TvCtvTHPvs
dea2a51e,a_a310c11e,0,2,ZPRDMz-TNnA,b4Rt_k6t-i4,0UnKFas5V0U
df2962b3,a_a91bcd65,1,3,_Ixc9Z-w3us,cvowkJ3Zkcw,FDxBtKKxS_g
df2b4d8a,a_7b29e23f,0,3,fxhPSVyLNWk,A9W6rvoqIME,jlvJg8Shzxo
df33f32f,a_3d1de17d,1,3,V0A7B0PmNb8,MXdyhEqqaLk,26DoPdiPb7Y
df58f838,a_b6fcd21e,0,3,"","",""
df718bab,c_90b521bf,0,2,h9owEUz0LqU,oMS2-MhUPB0,_V-7heobr9E
dfeb167b,a_76cfae4c,0,2,KAgFG7hSIN0,0BIei_crgHw,rSmUTo2AUDE
dff83498,a_3db99689,1,3,XyYAgGiHYwg,GVH3lYtTkFg,0PMZta9anTM
e04a26be,a_b3d12927,1,3,UJde1wLJqIE,5WFgTDIqzAQ,Y4KL5wpkVWs
e08f50e4,a_6ab2a6c2,0,3,EW4iydAQCUo,1ZYbU82GVz4,_Ok4p5CI5tw
e0c7d491,b_af86a83b,0,3,BpDl_0doRbk,vx9z9tPwKEI,9bGRvxsht3Q
e0d51fe8,a_7b29e23f,0,3,rRGrvEhFJUM,-kAcVq6llfw,QgDkEezRwHg
e0e34306,c_7f59f421,0,2,Oqgr9WMb2nw,xkQOFe1Fjfw,LrjKaIMGkVQ
e1123974,c_669d48e4,0,1,DtAWEEt3HWM,sNhhvQGsMEc,_Ep_lV1-4JE
e169063b,a_9d0cedbf,0,4,0Fs7hz4wGC0,fRRObRKBu3M,vI21ULEAWOM
e185e22a,a_eada2100,1,2,iQ4RFa2-3vY,Ze0DG1gCELc,JX6IvMyqVk8
e2033a85,a_6484f669,1,2,8IeXkr1K_qo,reF-j1oPMv8,_HguTKlqxts
e22f0c00,b_d27e5916,1,3,dqazI6K9sUw,27xlFPLe_Bg,eVMTVcUm7s8
e23e5220,c_02d2c77f,0,3,S3ZU-l8GT0w,2wy-0brsk-Q,XMXXL8ka7eU
e23fc8e6,b_cc927cf8,1,2,kNK3arzzdCU,sv7gudOS4jw,aY2sBDPgOXU
e243e5e4,a_badae39d,1,3,-BnK_7jGm3Y,obF6JSJAJMA,0et-5-XAkwc
e258cac7,a_abf44737,0,1,ql8Bdo7TLpc,ajxXczCkI7k,Fj2lXna_FzA
e269f33e,a_6ab2a6c2,1,3,yi-4fbWeCJA,j4U2LFbCuQA,7WuHXOl2a_g
e2f53042,b_ca5535c4,1,3,"","",""
e30e7614,a_374d5973,1,4,yV9yonq4-1Q,zmlS2DqiHnU,V7G_3TyPEZg
e3188ad8,a_f30344df,1,1,NTUZaDNkNqc,7J84ZhbDaGA,dUmIfYmMxRA
e329d1ca,a_5562c89e,0,3,ygS3nJK7x5A,yvf12L8a5_A,q6QYAcF9Uoc
e37e58c7,a_909cd3e3,0,2,"","",""
e3a66c2f,a_338f94b8,1,5,QlvlPtPcoW0,xLDBD0z_lZ8,3wl2ND2uHoE
e3de1e25,a_dbae58e0,1,3,j5SNqdNfftE,VgE5Mw11ppY,xi4urcBc23A
e3ee98ca,a_a91bcd65,1,1,WZ2AVcDdPD4,E10ZhZg5-aA,jYUnR_FtUWs
e4017fcf,a_338f94b8,0,3,JjEMVHYHSWM,C4lGfhMmHNg,WWUoGnAj078
e4194297,c_bc149f42,0,1,uHj18Jwixxc,RtBi2OplpLw,KCsdQsK8BlI
e44f5b04,b_cc927cf8,0,3,4FxTbylPies,4FxTbylPies,4FxTbylPies
e4cb96a3,a_57d52371,0,2,gDHxbtxzo1k,za09E0sjn84,ThqylHQJZY8
e4e159ed,a_ac8bf375,0,3,I2j4TlJCcpY,Z5Td0ZXY3o4,7QskmAsU9kc
e500310f,a_44e165a9,0,1,Wvps6enZDpk,c4lwhaiHzOY,Siw4I0gx3KE
e54532d5,a_3fe57e9a,1,4,"","",""
e5483a86,a_4806747f,1,1,-zmtPP-yeA8,47u2F0uDNKk,obcX2AkxocI
e63e6e6d,a_374d5973,0,3,Vb50GwvHH14,8n29QqjWAT8,SOaHkotBzJU
e659eaf4,a_a91bcd65,0,3,si30eeaAOWA,TlXm2ebqDTg,YOyCPnaZC98
e69fd832,a_4806747f,1,1,587tdK-f2zM,z9fRPaQIbj4,TmGGylY4GtE
e7d4c983,a_c9b736f4,0,2,9ehwhQJ50gs,DAiWR7BKqxY,PvCfdTJGVcw
e7e2c817,a_124b2b81,1,4,dRmIt6aiUUQ,2Htj6AChzTE,UXAqAx5s4Ic
e7ec743b,a_b3d12927,1,3,doacsnbV4Lk,qj-ebGj_f0c,7tKHytPrtSw
e83d089e,a_5562c89e,1,3,r_qjqw7djyw,xcbxnXpIizM,w-3CCXGeNvg
e8da66a8,c_fc69c217,0,3,"","",""
e90c4366,a_5562c89e,1,3,rafvGUze19E,KVjNv3WP2zA,K51V70jiGI0
e91ad75c,a_4ac99fc8,0,2,54QMc4LZ_YA,kbMe2LTW2Yw,""
ea0ddd9e,a_27b1998c,1,3,8y10r6Ts0k8,Jza0NiDP0SU,oW4E-zdQe5Y
ea414065,b_42889c2d,1,1,57umExn6lOo,VQDIYudx7lE,vleEjUr0MPA
ea5f7ad6,a_27b1998c,0,3,mqUdK58bgGE,yvChjk8f_kY,gtoXwqR685g
eabeab6f,a_cc9fb925,0,1,PAP_cYNI708,Ns_9UuC_9jY,cLRdX7mXZQQ
eacd931c,a_5562c89e,0,4,TmfBufMJ2qE,JF2YWNpeNrs,jffXEH26aiw
eae18e68,c_7f59f421,0,3,EV_j7vbfv0s,I0t3kVzGJrQ,ch7zVq1PUpg
eb37dc7b,a_6ab2a6c2,0,1,16_SUESqk8g,FMsSLZkif4E,Hbp0ig1oxFs
eb570bf7,a_a310c11e,1,2,mDVMRrtTGg4,3futVY7keio,mAcl28vIAiw
ebb25186,a_57d52371,0,3,dBxvt9sPVBc,3Lx4Yu54FCg,OhhPD1Ao8HY
ebbb735f,a_57d52371,0,2,GPFCqo9oZfM,dhW4XFGQB4o,L5EOSXefF5s
ec7dffc2,a_ac8bf375,1,5,R1wFdIDv65E,DVXL0-h0zJU,6ZirYyx0BnQ
ed7a5bf2,a_76cfae4c,1,3,9IipM7bqp4s,8YVuiKv1xUQ,wjwFSquRGeU
edb42d20,a_5562c89e,1,3,MXdyhEqqaLk,5FIvcoLK2ps,S-DppPktmWU
edbbdee8,a_badae39d,1,2,chv94Qefg1c,_A7JhV9VtJw,PPlPEe-5CM4
edfd7367,b_0f894663,1,4,sRy_UCovkDY,H359MWPu5Ic,1SPALXPzeh0
ee3ac94d,b_979b5e79,1,1,PySH1oyPPTs,Mjyh1i5iiVo,JJDAdSnM6Oo
ee5606b8,a_d3f32461,0,4,zhGspFG5jvc,h9ocx5worsQ,uM2FDDqUDSI
ee6c428e,a_d7855f4b,0,5,57c9sY2fr5Q,k2wEydjXmXs,ECrr_u0ScrM
eec09a88,a_cf98c77e,0,4,KvppjHdgG9o,powyU85bHio,jEc_r33ODos
eedaac9c,a_cf98c77e,0,1,Iozuj3c24iw,ULXnl51hivQ,6MdLCZIaNQI
ef0dcaba,c_bc149f42,1,1,S3VPFHWbMVA,gmudV-Kuvtk,14O2SBWlP1U
ef7dc74b,a_195fafca,0,2,IFSvjX6KYjE,FVbJzQcStkA,1SwddZbsl9g
efe2d040,a_ca0e48b0,1,2,u54w0ISJ_ow,xeDqM3PMLcA,cdewTIlRylw
eff3f33f,a_dbae58e0,0,1,w3uu9_7mpzo,LBzkOTe1C7Y,NH7jh5aVqlI
eff9aa3d,a_4806747f,1,3,O2BWPIrj5RY,zKzeY-UyzQY,1QVqlPWNoso
f071786c,a_badae39d,1,3,C0IO_knQDCI,6ZfA31XVM4A,NLq8-7Mspb4
f11ffe57,a_d3f32461,1,4,"","",""
f22bd954,b_c628049f,0,5,qQqdcBqJCKw,IRk4kkE2ylo,29EjE4V6oKc
f309549e,a_d3f32461,1,1,RIHx0-DXtAc,cvK1Ipp5rzs,EMDdy_65bEs
f30a1906,a_29008b58,0,4,gqemUvEbtWI,EctHizz_yNo,eggR4dKQR_w
f381deb9,c_db214b97,1,5,vkkkvGnRsVU,UWF7PXLj9vo,NOqGsS7_OqY
f3919428,a_34ba6327,1,2,prL2xUex-rU,9SdUUEWtWZg,S6jxTDLfLXs
f3a43543,a_eada2100,0,3,2Nsqiq_bg9g,owfy1_nLjrY,DPDEURaBhvo
f3b6e1ee,a_da8221d9,0,3,_z1cvGzWf9c,PITo7agmGKk,ekpQdwMrnJM
f43a928e,a_289e36dd,0,5,BDEE9TLIX6M,PUVou5DiTRw,0YVr-avn-Jg
f4550298,a_f30344df,0,3,MgGXjub5TxA,LfNG80kiJRg,rb-5dqEzgMw
f47ea502,b_6957fcd5,1,4,dBDkYofMUs4,mL7g54hXfhI,WoKA_Zt0STQ
f4bd7b28,c_fc69c217,1,2,ua1QciWu6RQ,wvSbUW7gJXM,jR2EKtoXto8
f4bda568,a_289e36dd,0,1,gtkO155TddQ,qGoTriBOoKo,ZVP2AGzkJQE
f55318b6,a_374d5973,0,4,"","",""
f55fde02,a_34ba6327,0,2,kGY6N9DL4Jw,SfPkl7lol7g,fhzKLBZJC3w
f578bfef,a_964f2afc,0,3,EHUOkQz-2DU,aVH_2X3q6xc,shEAqj2l2_k
f5c128f0,a_b3d12927,1,0,d4yJEq9RMcs,HTxwOxFt5d4,boqQD4GxpLw
f5eb68ce,a_fcb5bd36,0,4,DQiG-4YdHXA,7XXK3mMVBvY,nwshe4IEHTE
f6328c56,c_02d2c77f,0,3,"","",""
f664149a,a_c4387204,0,2,XNXBWheNehg,CE3uFXUqRDA,SccFA_u1aOg
f6a48121,a_a310c11e,1,2,sofRh4JzyUk,4NtCferWmFo,nEddIQScRRI
f6aca796,a_02ac9fef,0,3,"","",""
f7482ae0,a_41c9dff6,1,3,"","",""
f78a273d,c_db214b97,1,3,ctO5Fui3Izc,Fba3gdncjoA,TPZ6oLhIOjM
f79bd5b2,a_fcb5bd36,1,3,nDB_LAF5Vb0,QKHKYP7O7t0,7xEOJNGebAE
f7a5ac14,a_29008b58,0,3,F0ETsz2yn8I,VzqD588-uQU,qQY5I_f8tTw
f7c0b3e1,a_8ec282f2,1,2,6WCEwUF9vAg,Pl0Q4OsBRNY,bQkSm-gz2IE
f87fd229,a_4ac99fc8,1,2,eVpFGyckOJU,DAzN019hKhc,P9kK1Fig0Ek
f8daba60,a_95dede8b,1,3,"","",""
f8dead28,a_c4387204,1,3,aw8kKqzCcEY,eH4mLDiiM9M,B3KHNbBDAiQ
f9c8d6e2,b_af86a83b,0,3,uPQwIXa0d54,VWUuDM8-jAQ,yc7YCi61HUk
f9ce7bee,a_3fe57e9a,1,3,ax7vlicEAFo,goU1Ei8I8uk,OqcGExWiuxc
f9d7dadd,a_8064bf1a,0,2,sH00qhPcwVI,JKBe87utBsc,K4RwCObSllE
f9f12059,a_d93f639c,0,1,UFNBgOi6vYs,RM01WmruQY0,bzrj-oF8XsA
fa0e7118,a_c9b736f4,0,2,"","",""
fa37dc84,a_c9b736f4,0,2,FTUaFL4N-yY,sewxuEVeSTo,L13_VGaenc0
fa3fd888,a_3a735b61,0,4,"","",""
fa41b632,a_7b29e23f,1,3,-pJ2o6h79iM,58uSuykluUE,ci8NgVtEpCY
fa4e7a98,a_41c9dff6,0,2,iES96tY4svQ,nAI3otT8PlM,rR0iJT0qZYI
fa50b1d1,a_95dede8b,1,2,Rw52IvuHAVs,JWhVz5ueBRA,gP7YM7Zt4wk
fa512d71,a_c4387204,1,3,"","",""
fa91f12f,c_bc149f42,0,3,9cBBPhhC7cA,Xr2YhFO2ffE,0guoi5UgL24
fb4244a7,a_d7855f4b,1,3,"","",""
fc235498,a_c9b736f4,0,4,QwBOpqvzxcQ,ojhFT_9CPkI,YGx5fcgEuwA
fc2c63aa,c_669d48e4,1,1,ZT9LR-2DFl0,pM-bGMQghj8,fJzJnLXFv84
fc348cba,a_a91bcd65,1,3,7C2OAPa2LSA,oNxDloixm6w,CTNjLFvaJiA
fc7e69f1,a_6ab2a6c2,1,3,tyykLipVXQs,THd81_2c__c,p7R4-1CUwQ8
fc7eb86d,a_9d0cedbf,0,1,DY-PB2-BBac,jjy0bIO-YNI,bO83gDjeeyU
fcbe4d58,a_8064bf1a,1,3,HGrHKm9Ci2w,k5H41ShRB4M,0y9K6mZNNEM
fcf7dcf5,a_8064bf1a,1,1,9Dgxsu2nIO4,WBRDCe-H4DI,xhYf_AKU1t4
fcfef0c1,a_8064bf1a,1,2,"","",""
fd57e54a,a_badae39d,0,1,qIXJ8yfVvrU,jr9uliNQwNA,sKSSY72yf_I
fdf81e6d,b_0f894663,0,4,9wDxYTaKz3U,gb4J_HL9R0Q,bEi5zV-Mls4
fe049a7a,a_27b1998c,0,1,uI53EajSJms,D9YSp4SjxN4,lFtKsrQK33A
fe2355a1,b_f5352884,0,2,HHgq8pSF50I,ikm7aHJbEVw,AeCuXsb5FtY
fea2653d,a_253650b8,1,1,tjrCAD_glf0,WloKDTDrDxw,gLM_WBfPzBs
fee0d43b,c_a062a225,1,2,l95x3NEVK5o,WE7FkKOCVCg,5eCjV76Puno
fef3560b,c_bc149f42,1,1,BTGOv4qhhzA,Q_3JOdOA2mc,hZg97QmB86Q
ff75e76f,a_da8221d9,0,3,vxZnNKyHq9Q,Q0VnfC7fY-M,_RvytXBYJY0
ffc41aad,b_ca5535c4,1,4,rRN2DZP196Y,PzAK1JfstP0,CBzDQINMtSk
